Loan Amount,Credit Score,Property Value,Loan-to-Value Ratio,Loan Term (years),Employment Length,Location,Loan Type,Property Type,State,Interest Rate,Debt-To-Income DTI,Down Payment $,Income,Ocuppancy Type
365344,673,576232,0.8879066865586875,15,5-10 years,Suburban,Fixed,Townhouse,OH,6.47,17,40032,262825,Primary
316523,769,686914,0.9637495062642989,25,5-10 years,Urban,Fixed,Single Family,IL,7.9,25,55932,246170,Secondary
163097,739,555011,0.6212822258979609,20,5-10 years,Suburban,Fixed,Single Family,GA,6.79,34,82123,129376,Primary
343488,769,422434,0.8622403040383412,30,1-3 years,Rural,Adjustable,Townhouse,OH,5.83,45,17510,253412,Primary
449420,731,688554,0.5961823523390206,30,5-10 years,Suburban,Adjustable,Townhouse,OH,4.52,41,58160,333037,Primary
290069,715,269123,0.9706589362740634,20,10+ years,Rural,Fixed,Single Family,NY,5.66,31,94235,105267,Primary
492151,650,383838,0.5320199382588942,30,< 1 year,Rural,Fixed,Single Family,NC,4.92,47,58436,285477,Investment
323643,739,440367,0.5680210701573296,15,3-5 years,Rural,Adjustable,Multi Family,PA,6.95,23,70010,253668,Primary
483349,724,492321,0.5911980014059485,20,< 1 year,Urban,Fixed,Single Family,NY,5.69,38,62473,310101,Primary
309704,799,270522,0.7463503050740088,15,5-10 years,Urban,Adjustable,Multi Family,MI,8.41,43,59806,305433,Primary
202468,644,425939,0.7484374942634793,15,1-3 years,Urban,Fixed,Multi Family,NC,8.23,33,15205,100269,Secondary
116398,744,646702,0.9959565932763741,40,5-10 years,Rural,Adjustable,Single Family,OH,2.54,34,43790,311982,Investment
268588,693,386836,0.6852765690665974,20,< 1 year,Suburban,Adjustable,Townhouse,NY,8.32,16,43169,224806,Investment
462464,787,547301,0.832399527110792,30,5-10 years,Rural,Fixed,Townhouse,NY,5.41,22,91856,319752,Investment
270515,753,323292,0.8745260715057491,20,3-5 years,Rural,Fixed,Single Family,FL,8.75,32,69143,169033,Investment
261920,847,643916,0.7177277583592617,30,3-5 years,Urban,Adjustable,Single Family,GA,7.41,41,89581,155752,Secondary
207157,768,680406,0.6677246787866543,40,10+ years,Suburban,Adjustable,Condo,TX,3.29,13,77875,134865,Secondary
459644,683,632271,0.7296631351796221,30,5-10 years,Rural,Fixed,Townhouse,CA,5.22,27,92475,300427,Primary
317049,724,314970,0.9088311979714908,15,1-3 years,Suburban,Adjustable,Condo,IL,7.26,47,31491,116776,Investment
199675,748,674935,0.6029195582894864,20,10+ years,Urban,Fixed,Condo,OH,8.64,22,77153,284351,Secondary
351891,657,304662,0.9059588367810583,20,< 1 year,Suburban,Fixed,Condo,IL,6.76,39,88766,299569,Primary
397920,715,439450,0.6341616954021954,20,< 1 year,Suburban,Fixed,Single Family,TX,8.01,28,46062,283363,Primary
438194,805,585813,0.6392310059466086,15,5-10 years,Suburban,Adjustable,Condo,FL,8.38,34,47127,203007,Primary
310194,794,615976,0.6902229057426124,30,3-5 years,Suburban,Adjustable,Townhouse,IL,5.23,44,69494,176989,Secondary
474953,654,293127,0.5037826862237759,30,< 1 year,Suburban,Fixed,Multi Family,MI,3.0,24,75017,197387,Investment
313466,654,630010,0.687699010060143,15,3-5 years,Suburban,Fixed,Multi Family,NY,6.88,27,40725,328638,Secondary
248941,666,685396,0.9388004183622876,40,3-5 years,Urban,Adjustable,Townhouse,NY,1.61,31,38959,324973,Secondary
122801,718,474219,0.8004156650532375,40,5-10 years,Suburban,Adjustable,Condo,CA,3.28,44,58995,269146,Investment
293078,733,352502,0.9539369913513662,30,1-3 years,Rural,Fixed,Townhouse,GA,6.12,46,72449,125990,Investment
450786,679,305939,0.8387103923919468,20,10+ years,Suburban,Fixed,Townhouse,TX,6.33,27,56111,282068,Secondary
492345,803,448630,0.9356486956100594,15,3-5 years,Urban,Adjustable,Townhouse,NY,10.42,15,88673,216316,Secondary
281808,722,337729,0.7051910781812197,30,5-10 years,Rural,Fixed,Multi Family,OH,4.72,40,47335,303953,Secondary
358647,714,652734,0.6350638393403104,20,1-3 years,Rural,Fixed,Single Family,FL,6.34,37,60913,198507,Investment
490240,680,697526,0.6945473870841905,40,10+ years,Rural,Adjustable,Multi Family,NY,3.74,29,49575,273462,Primary
160673,665,345229,0.9764626117654673,25,3-5 years,Rural,Adjustable,Single Family,IL,4.82,31,43111,339351,Primary
202179,685,453074,0.7383731247848264,20,10+ years,Suburban,Fixed,Townhouse,GA,7.84,29,71621,161922,Secondary
390603,844,540112,0.5193548675771114,20,10+ years,Rural,Adjustable,Condo,CA,9.58,17,84069,341484,Investment
389064,726,304241,0.7769057871598563,30,5-10 years,Rural,Adjustable,Single Family,TX,3.77,21,57400,120519,Secondary
485803,648,597040,0.7578818088517885,20,10+ years,Urban,Adjustable,Condo,NY,4.92,15,94736,139170,Secondary
381026,738,472108,0.5128359225296727,40,10+ years,Rural,Adjustable,Single Family,GA,3.41,24,19410,322484,Secondary
255398,716,495982,0.7498916032110916,25,3-5 years,Urban,Fixed,Multi Family,NC,5.06,20,65904,286150,Primary
463779,728,597111,0.9661576955106557,25,10+ years,Suburban,Fixed,Condo,IL,7.45,30,64567,128792,Secondary
140503,736,221000,0.6242663126675776,20,3-5 years,Suburban,Adjustable,Single Family,MI,8.19,39,15706,301912,Secondary
209726,770,417288,0.5515684954457338,25,3-5 years,Urban,Adjustable,Townhouse,NC,7.62,24,46762,186860,Secondary
412701,806,675176,0.6849901273119783,30,3-5 years,Rural,Fixed,Single Family,PA,6.98,42,15766,309116,Primary
221356,797,225104,0.6723928400040043,15,< 1 year,Suburban,Fixed,Townhouse,TX,9.44,27,44437,279657,Secondary
393092,810,447226,0.6691599970480504,30,10+ years,Rural,Adjustable,Single Family,PA,6.0,31,15281,244578,Primary
270688,712,388490,0.6302878936327823,40,5-10 years,Rural,Fixed,Condo,MI,2.62,18,52244,175427,Investment
102367,685,437147,0.7639875559300706,25,3-5 years,Urban,Fixed,Townhouse,IL,4.46,32,66252,261329,Secondary
264108,726,423764,0.7790995366827667,40,< 1 year,Suburban,Fixed,Multi Family,FL,4.44,37,50102,188824,Investment
443999,701,434359,0.5396210481123739,15,< 1 year,Urban,Fixed,Multi Family,PA,8.23,40,94302,108585,Primary
308876,723,321630,0.6656554063157757,30,< 1 year,Rural,Fixed,Single Family,NC,4.28,38,49403,179774,Secondary
125389,813,498100,0.6103068486563759,20,< 1 year,Rural,Adjustable,Townhouse,MI,9.53,33,32762,222789,Primary
422615,747,280328,0.5721479157403115,30,1-3 years,Suburban,Adjustable,Multi Family,TX,6.89,19,95168,170056,Primary
436133,845,256660,0.6115340037254102,20,< 1 year,Urban,Fixed,Condo,OH,8.89,22,31312,338816,Primary
369132,812,293348,0.8617257308439539,25,3-5 years,Suburban,Fixed,Single Family,FL,8.12,31,61370,131387,Investment
344392,764,265945,0.9956536782676266,40,< 1 year,Urban,Adjustable,Townhouse,NY,2.96,13,57627,153779,Primary
368622,672,249896,0.7272659577822896,40,5-10 years,Rural,Fixed,Condo,MI,2.56,39,41901,180751,Primary
463052,664,550819,0.556861855718418,15,< 1 year,Rural,Fixed,Multi Family,NY,6.15,15,65040,346485,Primary
473697,741,583192,0.8332206914632259,40,5-10 years,Urban,Adjustable,Multi Family,FL,2.73,37,96588,326054,Investment
291405,650,263760,0.8672126886497153,25,1-3 years,Suburban,Fixed,Multi Family,GA,5.98,24,69261,230371,Secondary
161235,732,234933,0.9220188400705837,25,1-3 years,Urban,Fixed,Condo,NC,5.17,49,36775,270484,Primary
175227,809,206712,0.6394852410051073,25,5-10 years,Rural,Adjustable,Townhouse,NY,6.23,10,98003,148009,Secondary
114346,754,583080,0.9688415317507988,25,10+ years,Suburban,Fixed,Townhouse,NC,7.39,17,29233,141615,Secondary
176274,756,593174,0.5253311994047655,25,< 1 year,Rural,Adjustable,Condo,CA,7.61,33,31076,238651,Primary
237703,697,250559,0.6906056939996388,40,1-3 years,Urban,Fixed,Townhouse,PA,2.53,24,93448,288882,Primary
491980,701,358591,0.7974318890171868,40,1-3 years,Suburban,Adjustable,Single Family,OH,3.84,27,13131,320294,Secondary
344014,763,430152,0.5083271958685132,15,3-5 years,Urban,Adjustable,Multi Family,CA,9.58,35,62182,256550,Secondary
403836,741,544370,0.9698109321926522,20,1-3 years,Rural,Fixed,Townhouse,OH,5.83,24,95860,343080,Primary
283329,677,352175,0.7628357781644881,15,5-10 years,Suburban,Adjustable,Multi Family,CA,8.85,47,33094,332962,Primary
165838,826,399701,0.7293835881162132,40,3-5 years,Rural,Fixed,Condo,NC,5.33,36,46935,250419,Secondary
288971,748,593630,0.8904716549816611,30,< 1 year,Suburban,Adjustable,Multi Family,NC,6.6,49,10407,110706,Primary
420503,653,557149,0.6719442794802553,20,3-5 years,Suburban,Adjustable,Condo,IL,5.92,25,71389,159219,Primary
204592,716,350490,0.6057065036654857,25,3-5 years,Suburban,Fixed,Townhouse,CA,6.6,16,83781,293352,Investment
325933,778,283645,0.7290243352328999,30,3-5 years,Rural,Fixed,Multi Family,MI,6.63,39,17881,127661,Investment
363408,708,217570,0.6804495596106694,30,1-3 years,Urban,Adjustable,Townhouse,FL,4.37,27,58670,300739,Primary
272611,731,699947,0.685872681064742,20,10+ years,Rural,Fixed,Townhouse,CA,6.85,46,73952,209032,Secondary
100497,713,645857,0.5546966681859715,15,10+ years,Urban,Fixed,Single Family,NC,7.66,41,39851,132175,Secondary
152943,765,222102,0.6307895063062705,40,10+ years,Rural,Fixed,Multi Family,NY,2.9,40,74951,165715,Investment
236967,646,604095,0.5655801801130163,40,1-3 years,Suburban,Fixed,Condo,OH,2.28,44,87022,122363,Secondary
463088,818,316770,0.9893916102605937,40,1-3 years,Suburban,Fixed,Townhouse,FL,3.3,45,88780,254063,Secondary
106611,849,366514,0.5871310168079671,20,3-5 years,Rural,Adjustable,Townhouse,GA,8.45,35,89539,126457,Secondary
124410,759,566054,0.8020527900836331,25,1-3 years,Rural,Adjustable,Single Family,CA,7.35,26,56605,272311,Investment
136903,842,366966,0.8454204016186524,25,5-10 years,Urban,Adjustable,Townhouse,OH,7.83,45,48449,148808,Investment
268394,750,298947,0.595558291394009,40,5-10 years,Rural,Fixed,Single Family,CA,2.2,47,22805,278418,Investment
212107,822,305871,0.6001148874258004,30,< 1 year,Urban,Fixed,Condo,NY,6.76,34,83878,209893,Investment
207824,751,560854,0.7418739397921306,30,< 1 year,Suburban,Fixed,Multi Family,OH,5.04,34,28409,135096,Secondary
184030,692,312147,0.5980183361236302,30,< 1 year,Urban,Adjustable,Multi Family,TX,5.27,26,44588,321622,Primary
143598,709,634852,0.8821958092565518,30,3-5 years,Rural,Adjustable,Multi Family,NY,5.34,35,56149,241166,Primary
329264,707,229253,0.6374256356554158,40,10+ years,Rural,Adjustable,Condo,MI,2.89,17,33535,130110,Secondary
342986,833,215999,0.9444762997899736,30,1-3 years,Suburban,Fixed,Condo,GA,5.1,21,90082,250211,Primary
473918,850,368714,0.5719507525441812,20,3-5 years,Urban,Adjustable,Multi Family,TX,9.82,24,26879,205445,Primary
183569,649,339202,0.7726650380494944,20,< 1 year,Rural,Fixed,Condo,FL,6.85,50,93555,265405,Secondary
169943,662,655043,0.7967100548259218,40,10+ years,Suburban,Adjustable,Single Family,PA,1.97,17,61046,100558,Primary
131223,746,382144,0.6924128621582996,40,< 1 year,Rural,Fixed,Townhouse,OH,2.67,34,90386,339721,Investment
238546,793,580459,0.8622117469509398,20,10+ years,Rural,Fixed,Townhouse,OH,7.59,32,23646,138531,Primary
174603,663,303027,0.7899011533253482,25,10+ years,Rural,Fixed,Multi Family,NY,4.36,36,75507,283014,Secondary
401773,710,404680,0.6743458450959595,30,< 1 year,Rural,Fixed,Condo,MI,4.35,38,28116,262685,Investment
169636,815,573771,0.505660365201683,30,< 1 year,Suburban,Fixed,Single Family,FL,5.56,40,98452,117360,Investment
102778,693,252094,0.6091089697437488,40,1-3 years,Rural,Adjustable,Townhouse,GA,2.47,11,25655,311497,Investment
143420,741,455118,0.9936190886261489,30,5-10 years,Urban,Adjustable,Townhouse,NC,4.69,23,90511,181052,Primary
459898,754,242331,0.8894067092486794,30,10+ years,Rural,Fixed,Townhouse,GA,4.61,49,30331,201798,Investment
458687,742,651420,0.5121539684592384,40,3-5 years,Urban,Adjustable,Single Family,CA,3.77,20,29922,323074,Secondary
422886,766,354531,0.8619245252868302,25,1-3 years,Suburban,Fixed,Townhouse,FL,7.27,43,59594,103328,Investment
328082,688,294270,0.8136595647819432,30,< 1 year,Urban,Fixed,Single Family,TX,5.89,11,31402,172233,Secondary
185804,791,215353,0.7779432991632906,30,10+ years,Suburban,Adjustable,Townhouse,CA,5.29,25,27738,121550,Investment
254732,734,467212,0.7773454046294581,20,10+ years,Suburban,Adjustable,Townhouse,NY,6.13,13,63461,218695,Investment
338256,839,435771,0.5341219895798583,30,1-3 years,Suburban,Fixed,Single Family,NY,7.0,36,30458,270781,Primary
454829,771,588387,0.6262634737246833,25,5-10 years,Suburban,Fixed,Townhouse,OH,7.34,43,27189,125951,Primary
209500,727,502352,0.5638801616936255,20,1-3 years,Urban,Adjustable,Single Family,PA,7.74,46,74516,166215,Investment
475389,749,254256,0.9778439465742266,30,10+ years,Rural,Fixed,Townhouse,OH,6.33,12,73648,123801,Secondary
497586,642,393112,0.6915412132075968,30,3-5 years,Suburban,Adjustable,Multi Family,FL,5.74,10,81973,147555,Investment
453552,702,437445,0.6532532021320379,20,10+ years,Rural,Fixed,Condo,NY,7.84,28,11276,218895,Secondary
406045,669,650767,0.8706643523654325,15,10+ years,Urban,Adjustable,Single Family,FL,6.35,33,12624,346997,Primary
206065,656,408034,0.8637558007849326,25,5-10 years,Suburban,Adjustable,Condo,TX,4.92,23,55541,232134,Primary
286159,739,313029,0.5054218893177473,25,10+ years,Urban,Fixed,Townhouse,TX,6.56,11,51733,173110,Investment
446981,656,588669,0.7372631557773222,30,5-10 years,Suburban,Adjustable,Townhouse,OH,5.25,36,80824,326029,Primary
147320,788,574282,0.5733028249089329,30,10+ years,Suburban,Adjustable,Multi Family,FL,6.03,26,96206,281432,Secondary
110694,759,517227,0.6254601267228714,30,5-10 years,Urban,Fixed,Single Family,IL,6.64,16,82014,123304,Secondary
397407,680,201753,0.6103918608522643,25,5-10 years,Urban,Adjustable,Multi Family,FL,5.31,46,37378,337205,Primary
207336,760,255784,0.7979026367266338,20,< 1 year,Urban,Fixed,Single Family,CA,6.19,39,53456,296515,Primary
373607,648,671716,0.5205611401733057,25,10+ years,Suburban,Adjustable,Single Family,FL,6.84,34,12599,203918,Primary
179087,682,543975,0.8459200115194108,25,< 1 year,Rural,Fixed,Single Family,NY,4.71,42,61380,179422,Investment
372279,723,614605,0.8984662884490859,40,< 1 year,Rural,Adjustable,Townhouse,TX,1.67,17,75630,165349,Primary
323114,803,226374,0.8275381940793543,30,3-5 years,Rural,Adjustable,Single Family,FL,4.83,33,87354,289260,Investment
210234,666,435375,0.922140109983481,40,5-10 years,Urban,Fixed,Multi Family,IL,2.44,10,68421,228422,Secondary
164288,679,593935,0.6097740223945063,20,< 1 year,Urban,Adjustable,Condo,IL,7.89,17,26103,108751,Primary
229109,643,217397,0.9979452419633079,20,< 1 year,Suburban,Adjustable,Single Family,NC,7.73,29,65723,176467,Secondary
213178,796,232443,0.6190329826934942,40,< 1 year,Urban,Adjustable,Condo,NY,5.38,47,70039,115044,Investment
304498,658,494667,0.6141932337761965,15,10+ years,Suburban,Fixed,Condo,NC,7.02,49,52785,334757,Primary
437765,798,312142,0.760507900713024,20,< 1 year,Suburban,Fixed,Townhouse,TX,8.3,32,15207,343572,Investment
148959,818,320618,0.878297879912589,40,1-3 years,Rural,Fixed,Townhouse,NC,3.84,44,23980,214629,Investment
163567,785,569434,0.9487172293951123,25,5-10 years,Suburban,Fixed,Multi Family,OH,7.66,17,74247,143368,Secondary
119532,691,648399,0.9789488366794992,15,< 1 year,Rural,Adjustable,Condo,TX,7.22,45,86445,323885,Investment
488686,839,578588,0.7806088042379835,25,1-3 years,Rural,Fixed,Townhouse,IL,6.0,44,22242,242321,Investment
119485,743,601482,0.9895165727636064,15,5-10 years,Urban,Fixed,Condo,FL,7.09,10,39050,329842,Secondary
408653,814,554711,0.7096466423629695,40,< 1 year,Suburban,Fixed,Townhouse,CA,5.38,46,54451,310138,Primary
372062,665,581533,0.7290997129641394,20,< 1 year,Rural,Adjustable,Condo,PA,7.03,13,15629,149944,Investment
283642,653,591277,0.9280728216130645,30,1-3 years,Rural,Fixed,Multi Family,PA,3.89,29,65698,331535,Primary
212360,735,560236,0.6707906942394952,15,< 1 year,Rural,Adjustable,Single Family,NC,8.05,15,28472,341865,Investment
372901,726,662122,0.7947393146767892,20,< 1 year,Rural,Fixed,Condo,NY,8.01,26,29546,116425,Investment
397620,697,546798,0.9137181412217921,25,3-5 years,Rural,Fixed,Single Family,TX,6.55,22,86777,117785,Investment
320560,726,331868,0.7881663737232414,30,1-3 years,Suburban,Adjustable,Townhouse,NY,4.77,29,50594,152963,Investment
188808,813,485821,0.5631266811755444,25,< 1 year,Suburban,Fixed,Single Family,NY,7.58,47,94234,245441,Investment
295704,698,699938,0.6582780372088908,25,3-5 years,Urban,Adjustable,Multi Family,PA,6.81,14,79812,274891,Investment
243378,667,415829,0.9173750936404579,15,1-3 years,Rural,Fixed,Condo,PA,6.22,41,87104,317942,Secondary
429300,659,483686,0.6692087324319882,20,3-5 years,Urban,Fixed,Multi Family,MI,5.56,35,11781,131266,Primary
146183,760,353825,0.8902608381385988,20,< 1 year,Suburban,Fixed,Single Family,PA,6.27,50,91207,235746,Investment
180141,664,637007,0.5141773367061252,25,3-5 years,Urban,Fixed,Condo,NY,6.01,47,88142,161199,Investment
448253,716,308181,0.6463826886698321,40,3-5 years,Suburban,Fixed,Condo,FL,2.24,25,71212,287726,Secondary
125872,772,654646,0.8303897345403619,25,3-5 years,Rural,Adjustable,Multi Family,NC,6.98,41,20594,163424,Secondary
216987,713,522083,0.5058197949838795,40,3-5 years,Urban,Fixed,Single Family,GA,3.65,34,70122,127499,Primary
332747,696,403355,0.6541363905766996,25,3-5 years,Urban,Adjustable,Single Family,MI,5.74,32,69634,210401,Secondary
191023,703,580466,0.7231435720320439,30,3-5 years,Suburban,Fixed,Single Family,GA,6.33,33,25445,193424,Investment
483926,698,300953,0.9575211545200782,40,10+ years,Urban,Adjustable,Condo,MI,3.41,44,37019,268490,Secondary
202786,663,519608,0.8858885883299896,20,< 1 year,Rural,Adjustable,Townhouse,PA,5.53,27,28426,145156,Investment
219243,645,693644,0.5528754602799555,40,< 1 year,Suburban,Adjustable,Condo,PA,1.34,27,72929,198465,Primary
262114,664,339897,0.6629489194825755,15,< 1 year,Rural,Adjustable,Multi Family,NC,8.15,38,90627,191946,Investment
110311,834,270255,0.5814693124493926,20,5-10 years,Urban,Adjustable,Multi Family,CA,8.03,11,53363,229597,Investment
121276,729,319488,0.877311680315972,40,10+ years,Suburban,Adjustable,Multi Family,NC,2.64,50,29363,322902,Investment
360933,715,254464,0.8993920638339783,20,1-3 years,Suburban,Adjustable,Condo,PA,6.97,27,32870,303916,Primary
295026,712,543658,0.9332050007803043,30,10+ years,Urban,Adjustable,Condo,CA,4.93,32,19533,291469,Secondary
172084,730,267852,0.5498939461067184,20,10+ years,Urban,Adjustable,Multi Family,GA,6.55,11,58228,254902,Secondary
136931,806,491032,0.719061754974275,40,1-3 years,Suburban,Fixed,Multi Family,TX,4.42,29,84772,256061,Secondary
220738,656,691812,0.9048081224428477,30,5-10 years,Suburban,Fixed,Condo,FL,4.24,35,65730,233914,Secondary
439296,769,610768,0.6338977443080684,20,10+ years,Urban,Adjustable,Condo,PA,7.51,40,17504,234641,Secondary
157829,733,604742,0.8771146428417314,30,5-10 years,Suburban,Adjustable,Single Family,NC,6.38,33,68392,276870,Secondary
438837,729,627024,0.7361656648297872,30,10+ years,Rural,Fixed,Single Family,OH,3.91,33,65228,266952,Investment
324857,697,505713,0.9621221333319763,25,< 1 year,Suburban,Adjustable,Single Family,PA,6.11,27,32590,237531,Investment
254572,841,365795,0.8355591347937354,15,5-10 years,Urban,Fixed,Multi Family,NC,8.76,48,85773,216042,Primary
396342,758,548536,0.651212585901142,30,10+ years,Urban,Adjustable,Townhouse,CA,5.07,18,93263,237417,Secondary
161410,678,618468,0.5364813703641824,20,1-3 years,Suburban,Adjustable,Townhouse,TX,6.64,43,32811,272988,Secondary
381790,832,370563,0.5182211002621611,40,3-5 years,Rural,Adjustable,Condo,NY,5.32,13,70731,230522,Secondary
435123,839,676342,0.6411626768940883,25,1-3 years,Rural,Fixed,Single Family,IL,8.08,34,19580,248457,Secondary
403317,706,405326,0.6529993126163479,30,< 1 year,Rural,Fixed,Townhouse,NY,5.75,38,54187,164953,Secondary
346356,652,495957,0.7687695594748987,30,3-5 years,Suburban,Fixed,Single Family,GA,3.63,47,51434,333400,Secondary
166737,676,258986,0.915353459737591,30,5-10 years,Urban,Adjustable,Multi Family,NC,3.98,24,70626,179724,Primary
377981,723,296124,0.790607129421687,30,< 1 year,Urban,Fixed,Single Family,PA,4.79,23,35758,185100,Secondary
362083,726,641938,0.7024788192587289,20,3-5 years,Rural,Adjustable,Townhouse,NY,7.52,46,55335,106475,Primary
337224,790,267025,0.5018260135012832,20,1-3 years,Suburban,Fixed,Townhouse,GA,6.53,45,59941,251428,Secondary
184628,766,410142,0.5152228218747417,20,3-5 years,Suburban,Fixed,Single Family,IL,7.76,48,99198,193862,Primary
229210,802,503282,0.6462832144617241,30,3-5 years,Urban,Adjustable,Single Family,GA,7.12,31,38220,337481,Primary
275577,799,640210,0.5383034907542659,30,1-3 years,Urban,Adjustable,Condo,NC,7.41,36,90323,256289,Primary
268868,834,296834,0.8137142963854691,15,10+ years,Urban,Adjustable,Multi Family,NC,8.77,31,26781,302305,Primary
243836,834,694239,0.5832181806705208,25,3-5 years,Rural,Fixed,Townhouse,IL,7.95,37,31830,162505,Secondary
485815,773,227819,0.507472793398465,40,5-10 years,Suburban,Fixed,Multi Family,NC,4.37,26,32515,260469,Investment
277541,837,629512,0.5959821793823457,25,3-5 years,Suburban,Fixed,Multi Family,IL,7.13,11,31800,242647,Secondary
140157,831,506965,0.8461866034132796,20,1-3 years,Rural,Adjustable,Single Family,FL,8.26,26,13814,208123,Secondary
414280,714,620475,0.791533808414242,20,1-3 years,Urban,Adjustable,Condo,IL,8.06,34,25044,166785,Primary
268172,700,505479,0.5095284296400163,30,3-5 years,Rural,Adjustable,Multi Family,FL,5.91,38,17116,141240,Primary
304176,793,240326,0.5728309266426517,30,1-3 years,Urban,Fixed,Multi Family,NY,4.91,10,43675,193202,Investment
155076,679,325977,0.7648821007242871,20,1-3 years,Rural,Adjustable,Condo,PA,5.43,24,34998,151326,Primary
402682,731,480574,0.9483057297269628,20,1-3 years,Urban,Fixed,Single Family,OH,6.9,19,20139,346984,Secondary
356404,642,303568,0.8474779541559498,30,10+ years,Urban,Adjustable,Single Family,PA,5.01,23,47869,265969,Investment
268162,757,286640,0.9055776685264589,30,5-10 years,Suburban,Adjustable,Single Family,IL,6.37,29,39560,188702,Primary
101415,756,387526,0.8898516965091242,25,< 1 year,Urban,Fixed,Single Family,PA,6.21,19,49255,227197,Investment
320056,781,607598,0.962777338621146,30,3-5 years,Urban,Adjustable,Townhouse,MI,4.77,42,12764,327334,Primary
230821,850,519028,0.8359023368145173,20,5-10 years,Suburban,Fixed,Single Family,OH,7.82,22,96603,121399,Primary
424737,748,241065,0.7892650341070147,25,5-10 years,Suburban,Adjustable,Townhouse,NC,7.55,50,59947,347230,Primary
139502,819,288513,0.6678724000487445,25,10+ years,Suburban,Fixed,Townhouse,FL,8.21,33,49211,282441,Secondary
276684,722,516814,0.9366249342450546,15,< 1 year,Rural,Fixed,Townhouse,NC,8.27,40,42034,323029,Investment
361658,773,599476,0.7855336679209194,20,5-10 years,Urban,Fixed,Townhouse,PA,7.1,31,75946,276586,Secondary
182679,774,342482,0.6437367341410145,20,1-3 years,Suburban,Fixed,Condo,CA,6.39,47,65670,283593,Primary
209557,785,257201,0.9862897090552294,20,3-5 years,Rural,Fixed,Multi Family,PA,7.86,35,97279,165260,Investment
168921,801,468176,0.936633121009885,40,< 1 year,Suburban,Adjustable,Single Family,NY,4.17,21,47388,332222,Investment
380516,745,381895,0.5654536926334446,30,< 1 year,Urban,Fixed,Multi Family,FL,6.76,47,58632,236541,Secondary
198823,797,613370,0.6036397920048271,20,5-10 years,Suburban,Fixed,Condo,NC,9.21,24,85519,278951,Investment
282790,797,205624,0.9983448758322438,40,10+ years,Urban,Fixed,Townhouse,PA,4.99,32,84109,173867,Investment
413651,646,221751,0.6822494447177738,40,3-5 years,Rural,Fixed,Condo,PA,1.1,32,76198,334899,Secondary
273305,656,508674,0.6521474116269959,30,3-5 years,Urban,Fixed,Multi Family,CA,5.22,48,62473,297702,Primary
276138,700,344441,0.9131144583156129,30,1-3 years,Urban,Fixed,Multi Family,FL,4.45,21,24748,297405,Secondary
356588,775,237365,0.7519758112312241,20,10+ years,Urban,Fixed,Townhouse,MI,7.06,43,45845,192965,Primary
133847,754,563529,0.9881427997377461,20,< 1 year,Rural,Fixed,Townhouse,NY,8.94,11,71566,126690,Investment
133270,787,219027,0.5260761802470086,30,3-5 years,Suburban,Fixed,Single Family,IL,5.27,21,20461,132846,Investment
112026,721,653652,0.8559932535859803,30,1-3 years,Suburban,Adjustable,Townhouse,CA,4.88,42,97376,298901,Investment
450273,846,461420,0.9439729660982752,25,5-10 years,Rural,Fixed,Townhouse,GA,8.33,13,31765,182703,Investment
497264,681,301423,0.6919144480916035,15,1-3 years,Rural,Fixed,Multi Family,GA,7.18,40,34443,332981,Investment
491071,731,403089,0.5341837914659405,25,10+ years,Urban,Fixed,Multi Family,NC,6.94,30,44926,202070,Primary
228714,716,440838,0.6128821656901311,20,5-10 years,Urban,Adjustable,Townhouse,NC,8.27,22,79047,313273,Secondary
114895,838,687089,0.7281080469752503,15,3-5 years,Rural,Adjustable,Condo,OH,9.35,33,10219,201137,Primary
218360,646,272213,0.522970219369419,25,1-3 years,Suburban,Adjustable,Multi Family,FL,4.94,29,73500,122334,Secondary
406886,773,583730,0.9138172555590676,20,10+ years,Urban,Adjustable,Condo,TX,7.01,20,46931,212772,Primary
469260,777,249012,0.7626266564088267,20,10+ years,Rural,Fixed,Condo,PA,6.85,37,23757,115537,Investment
493269,705,551943,0.5173485212261155,20,10+ years,Rural,Fixed,Townhouse,IL,5.71,29,22685,328495,Primary
415392,817,511787,0.6784675653231514,25,10+ years,Suburban,Fixed,Townhouse,NY,8.41,21,11585,238400,Primary
258436,813,666312,0.8241706731229221,40,< 1 year,Rural,Adjustable,Townhouse,OH,3.69,11,24894,176960,Investment
153873,784,671962,0.8370151985163949,30,1-3 years,Urban,Adjustable,Multi Family,FL,6.46,10,11647,327882,Investment
354779,722,662137,0.5319640406737086,20,1-3 years,Urban,Adjustable,Multi Family,NC,6.88,45,34154,332148,Secondary
133450,708,593148,0.9977454082556495,40,1-3 years,Rural,Fixed,Condo,TX,4.3,36,66577,310294,Secondary
127070,824,433708,0.7864541430301337,25,5-10 years,Urban,Adjustable,Condo,MI,8.21,34,55958,311406,Investment
218870,677,602107,0.5826853693950682,25,3-5 years,Rural,Fixed,Single Family,CA,5.07,32,73608,148473,Secondary
375478,755,541807,0.5228864946315629,40,< 1 year,Suburban,Fixed,Single Family,FL,3.58,35,37339,160046,Investment
391354,757,254198,0.5459586062736721,30,< 1 year,Suburban,Adjustable,Townhouse,FL,5.99,45,41953,227601,Primary
214808,765,215378,0.9123599767026382,15,10+ years,Rural,Fixed,Multi Family,GA,9.13,11,84147,280254,Primary
