Loan Amount,Credit Score,Property Value,Loan-to-Value Ratio,Loan Term (years),Employment Length,Location,Loan Type,Property Type,State,Interest Rate,Debt-To-Income DTI,Down Payment $,Income,Ocuppancy Type
455529,761,618952,0.9184640383140197,40,1-3 years,Rural,Fixed,Multi Family,GA,4.22,21,12692,303544,Secondary
267065,760,531441,0.9426323496289313,20,10+ years,Suburban,Adjustable,Single Family,TX,8.46,43,36822,245388,Investment
429284,653,476264,0.5053511465804671,40,10+ years,Rural,Fixed,Condo,NC,2.89,42,58973,158412,Secondary
351446,760,676350,0.8306063736593531,20,5-10 years,Suburban,Adjustable,Single Family,MI,6.74,12,44850,256720,Secondary
126008,698,258377,0.6293362442429613,25,10+ years,Rural,Fixed,Single Family,CA,5.54,31,95609,106291,Primary
219948,649,352002,0.9552659589607028,30,10+ years,Urban,Adjustable,Single Family,PA,4.7,21,31002,284854,Primary
235429,805,688222,0.9882871497167307,40,10+ years,Urban,Fixed,Condo,PA,5.08,44,18386,177337,Primary
461264,780,668156,0.5092874491838593,20,< 1 year,Rural,Adjustable,Multi Family,GA,6.67,43,81361,161254,Investment
221339,687,497594,0.83759989733237,40,3-5 years,Suburban,Fixed,Single Family,NC,2.58,44,27805,161654,Investment
206199,676,627268,0.9292226302086417,15,5-10 years,Suburban,Adjustable,Condo,FL,7.46,22,23305,259392,Investment
260639,716,683706,0.7184147824003212,20,3-5 years,Suburban,Fixed,Townhouse,OH,6.7,36,80887,349437,Investment
407659,804,466572,0.6819337901483524,20,3-5 years,Urban,Adjustable,Single Family,NY,7.42,28,26224,241237,Primary
495490,660,637653,0.602320218550009,40,< 1 year,Rural,Fixed,Multi Family,TX,1.15,11,39666,295098,Investment
207569,722,696182,0.8258538360804526,40,5-10 years,Rural,Fixed,Single Family,NC,2.48,45,24834,337666,Investment
370346,648,202035,0.6493956270033594,30,10+ years,Urban,Fixed,Condo,GA,4.63,29,18469,103094,Investment
366739,645,674714,0.9845456072229313,20,< 1 year,Suburban,Fixed,Single Family,OH,5.62,22,79496,267612,Investment
404013,799,331508,0.9515107834269775,40,< 1 year,Suburban,Adjustable,Single Family,NY,3.63,31,22520,198495,Primary
387813,729,285061,0.528883526919963,40,3-5 years,Urban,Fixed,Condo,IL,3.79,28,94475,259470,Primary
454678,822,549675,0.9903874337568817,25,3-5 years,Urban,Adjustable,Single Family,IL,5.79,19,65996,255715,Secondary
415989,742,329367,0.8148837906945025,20,1-3 years,Rural,Fixed,Townhouse,PA,7.56,41,40707,109320,Primary
224210,749,274524,0.5271349897978094,25,1-3 years,Suburban,Fixed,Multi Family,CA,6.68,41,54758,100425,Primary
144750,848,222619,0.6157854670067628,25,3-5 years,Suburban,Adjustable,Condo,NY,8.8,16,66605,311413,Investment
189845,765,405799,0.7411336762638987,30,5-10 years,Suburban,Fixed,Townhouse,MI,4.66,29,97411,140059,Investment
472458,699,319883,0.9740824987088593,20,3-5 years,Rural,Fixed,Condo,NC,7.13,16,14117,155985,Secondary
432758,770,634205,0.6564801675079156,20,5-10 years,Suburban,Adjustable,Single Family,NY,6.39,28,58094,216653,Secondary
152728,716,220338,0.5091559671194084,20,10+ years,Rural,Fixed,Condo,TX,6.74,12,61592,135451,Secondary
366543,781,409826,0.8581514503529712,40,1-3 years,Urban,Adjustable,Condo,GA,3.81,32,25119,170709,Investment
100147,674,663981,0.818743187833306,30,3-5 years,Suburban,Adjustable,Single Family,CA,4.58,21,35686,251183,Secondary
463253,817,421642,0.9963035396146318,25,3-5 years,Rural,Fixed,Condo,OH,5.68,12,14307,255474,Investment
423253,671,490854,0.8153672608673501,15,1-3 years,Urban,Fixed,Townhouse,MI,8.36,25,19081,291837,Secondary
249969,671,624484,0.7504243803906563,15,5-10 years,Urban,Adjustable,Single Family,TX,8.9,21,62659,293131,Secondary
150806,757,365268,0.6321161128075248,25,5-10 years,Urban,Fixed,Townhouse,NC,6.02,28,43536,313619,Secondary
273623,725,227165,0.6496224929911428,20,5-10 years,Urban,Fixed,Single Family,OH,8.37,40,41865,175697,Secondary
292211,704,465647,0.7836111483587571,20,3-5 years,Rural,Fixed,Condo,OH,8.38,31,59927,314505,Secondary
358966,801,219861,0.7997451357797387,20,1-3 years,Rural,Fixed,Single Family,MI,8.29,12,56645,286995,Investment
347353,651,478989,0.7936441106938288,20,< 1 year,Urban,Adjustable,Condo,GA,6.53,22,84655,230156,Secondary
128423,674,255200,0.6509062511937762,40,3-5 years,Rural,Fixed,Single Family,NC,4.01,47,65050,127598,Secondary
344920,747,510687,0.61140709680206,15,10+ years,Urban,Fixed,Townhouse,NC,8.24,11,86310,325629,Primary
184575,787,563780,0.9916410866116475,40,5-10 years,Suburban,Adjustable,Multi Family,TX,3.12,33,13185,289464,Investment
137114,698,446134,0.8665165778985808,20,< 1 year,Suburban,Fixed,Multi Family,TX,7.03,41,51205,346102,Secondary
382279,846,400473,0.5741258778243259,20,< 1 year,Rural,Fixed,Multi Family,NY,8.69,48,85301,100942,Primary
398659,698,403887,0.9526740530674049,15,< 1 year,Suburban,Fixed,Townhouse,GA,8.05,49,97477,233001,Primary
327107,794,323227,0.9035449511259066,15,3-5 years,Urban,Fixed,Condo,GA,8.0,27,37977,192118,Primary
301199,734,242714,0.9084078349088123,25,10+ years,Urban,Fixed,Multi Family,FL,5.28,40,71617,153314,Primary
405381,793,287160,0.8669153083215175,30,3-5 years,Urban,Adjustable,Townhouse,NC,7.16,47,33744,284919,Investment
402048,819,531680,0.6744049734478545,15,< 1 year,Rural,Adjustable,Multi Family,OH,8.59,29,45482,246724,Primary
481636,683,462784,0.9345744168892296,20,< 1 year,Rural,Fixed,Townhouse,NC,6.82,25,68507,313462,Secondary
207727,847,601152,0.9929416453036435,30,< 1 year,Rural,Fixed,Single Family,IL,5.35,38,28681,317057,Investment
210925,751,495688,0.5923405565748623,30,< 1 year,Urban,Fixed,Condo,PA,6.6,16,83331,199371,Secondary
127389,640,451821,0.9159031102900927,15,5-10 years,Suburban,Adjustable,Single Family,FL,6.66,33,24759,312538,Primary
318572,848,615696,0.8764292920638224,20,< 1 year,Urban,Fixed,Townhouse,NY,7.65,18,35833,100996,Secondary
453132,701,342724,0.6384969504850578,30,3-5 years,Urban,Adjustable,Condo,IL,5.55,22,46797,163836,Secondary
179895,643,680775,0.8433277450312137,20,5-10 years,Urban,Fixed,Townhouse,FL,6.16,38,18532,216717,Secondary
211616,690,246246,0.5401389507789596,40,1-3 years,Rural,Adjustable,Condo,CA,1.65,39,64743,111327,Primary
133691,850,379405,0.8932948392953926,25,10+ years,Rural,Fixed,Condo,PA,8.5,38,28131,298319,Secondary
296314,650,599240,0.8828548378592165,25,5-10 years,Rural,Adjustable,Condo,PA,5.54,39,88541,222803,Secondary
228363,689,548363,0.8932249288140707,40,3-5 years,Suburban,Adjustable,Townhouse,MI,3.96,34,92532,267220,Primary
250971,652,395462,0.6847875616649175,25,1-3 years,Rural,Fixed,Condo,PA,5.31,28,19629,108938,Investment
420064,673,552580,0.8829882967696671,25,1-3 years,Urban,Fixed,Multi Family,OH,4.48,16,87454,119956,Secondary
274126,740,269166,0.5136823622246427,30,< 1 year,Suburban,Fixed,Single Family,GA,3.93,15,95230,185437,Secondary
158705,736,248304,0.5356716993474224,15,10+ years,Rural,Adjustable,Single Family,OH,8.22,17,40814,180603,Primary
135722,733,427998,0.5424816891677267,40,< 1 year,Urban,Adjustable,Condo,OH,2.71,39,17152,274314,Investment
300123,847,456456,0.7317799297603873,20,10+ years,Urban,Adjustable,Townhouse,FL,7.31,39,70274,192251,Secondary
107161,767,573196,0.6672332023862513,20,3-5 years,Urban,Fixed,Condo,PA,6.14,34,23335,173334,Primary
255759,697,520004,0.807095161346518,20,10+ years,Urban,Fixed,Townhouse,OH,6.54,22,46544,112108,Primary
251078,732,494398,0.7819061173845969,15,< 1 year,Urban,Adjustable,Condo,MI,9.69,34,31592,220330,Secondary
167502,654,571789,0.8454354114871797,15,3-5 years,Urban,Fixed,Condo,PA,8.05,42,25157,126778,Secondary
368034,687,313703,0.5858003346971064,15,5-10 years,Urban,Fixed,Townhouse,PA,8.21,47,21003,206456,Investment
319786,842,259941,0.7911073470767046,30,3-5 years,Suburban,Adjustable,Single Family,CA,5.2,25,31892,328746,Primary
192879,681,516134,0.9655261610913022,20,< 1 year,Rural,Fixed,Multi Family,CA,6.01,40,91122,112290,Secondary
175468,651,349032,0.8320261519285559,40,< 1 year,Suburban,Adjustable,Multi Family,CA,2.32,18,25566,180501,Secondary
259059,718,317848,0.8610157274465242,20,10+ years,Rural,Fixed,Townhouse,CA,7.41,27,73963,118160,Investment
212176,841,548816,0.5722275121335938,15,< 1 year,Rural,Fixed,Multi Family,PA,10.02,30,79922,314805,Secondary
338600,650,651428,0.7598559981393583,25,< 1 year,Rural,Fixed,Single Family,PA,4.51,19,66344,180229,Primary
114779,667,558193,0.7162336144773862,40,1-3 years,Urban,Fixed,Single Family,CA,2.91,11,42644,170703,Investment
122740,670,650665,0.5007138899807553,40,1-3 years,Suburban,Adjustable,Condo,CA,3.99,10,83374,135708,Investment
338428,669,362224,0.8943875583412633,40,5-10 years,Urban,Fixed,Multi Family,FL,3.36,30,60615,268004,Primary
119980,825,434625,0.6765532932189524,40,1-3 years,Urban,Fixed,Single Family,FL,5.25,16,36651,219657,Investment
192570,723,403862,0.6025108113366662,40,5-10 years,Urban,Fixed,Single Family,NY,4.44,24,10781,250773,Secondary
469580,715,316944,0.755195634173526,20,5-10 years,Urban,Adjustable,Townhouse,PA,8.51,32,43088,141868,Investment
274396,776,210464,0.6418729967608057,40,1-3 years,Urban,Fixed,Single Family,MI,5.19,38,88595,286384,Secondary
152056,712,591439,0.7336564548657787,15,< 1 year,Suburban,Adjustable,Condo,TX,8.33,41,38083,141382,Secondary
407612,834,297332,0.5545997246739474,25,1-3 years,Rural,Adjustable,Townhouse,FL,5.85,32,96587,267064,Secondary
104362,753,288382,0.7040714725777302,25,10+ years,Suburban,Adjustable,Multi Family,FL,6.02,16,48525,145384,Investment
410535,823,229185,0.6730658720321454,40,3-5 years,Urban,Fixed,Single Family,CA,3.2,46,65460,274229,Investment
472696,835,398312,0.7807390499210427,20,10+ years,Suburban,Adjustable,Condo,OH,9.24,17,42056,162078,Secondary
285857,808,212010,0.8581669979884535,40,3-5 years,Suburban,Adjustable,Condo,TX,2.98,13,11043,312809,Secondary
335896,729,398120,0.5444782490235994,20,3-5 years,Suburban,Fixed,Multi Family,CA,6.06,21,76341,106267,Primary
454395,842,428831,0.5524733946766808,15,3-5 years,Urban,Fixed,Townhouse,CA,9.98,44,28597,327664,Investment
294289,724,357681,0.8311511846989763,25,1-3 years,Suburban,Fixed,Condo,PA,6.0,40,98886,280354,Investment
427060,649,457778,0.7252380887599759,30,3-5 years,Rural,Adjustable,Single Family,IL,4.48,47,78516,163872,Primary
289825,721,240575,0.5244203715123232,20,5-10 years,Urban,Fixed,Multi Family,NY,6.16,49,60439,101705,Secondary
194409,693,447842,0.564748891931232,25,1-3 years,Urban,Fixed,Single Family,NY,6.2,38,24710,151481,Primary
351482,786,592975,0.7286590669673729,25,3-5 years,Urban,Fixed,Condo,CA,7.11,29,98195,323147,Investment
377373,830,646938,0.8768449419042708,40,1-3 years,Suburban,Adjustable,Single Family,PA,4.94,48,29855,199902,Secondary
191955,696,677425,0.873174796131006,25,3-5 years,Suburban,Adjustable,Multi Family,TX,6.66,27,13779,296999,Primary
259288,766,318513,0.6683875713315506,15,10+ years,Urban,Fixed,Townhouse,NY,7.49,48,40819,262869,Investment
254958,644,516707,0.9757038829907589,20,< 1 year,Rural,Fixed,Townhouse,NY,7.63,38,85611,258526,Investment
216758,775,593728,0.8289061319320283,20,3-5 years,Urban,Fixed,Condo,FL,7.67,31,40913,169183,Investment
107909,739,682902,0.8715866100039321,25,10+ years,Rural,Fixed,Multi Family,NY,6.87,49,23672,234025,Investment
286049,839,264927,0.6115755303525072,30,3-5 years,Suburban,Adjustable,Single Family,MI,4.98,39,96160,126860,Primary
429573,714,233742,0.7746299229922704,30,1-3 years,Suburban,Fixed,Townhouse,NY,5.71,38,50077,143672,Investment
263279,735,239231,0.69171160686262,40,< 1 year,Urban,Fixed,Multi Family,CA,2.67,14,14863,208368,Secondary
360260,774,387062,0.857850751037687,30,< 1 year,Rural,Adjustable,Condo,CA,6.34,20,10283,141301,Investment
164239,655,337198,0.8508752998228479,20,5-10 years,Urban,Adjustable,Townhouse,IL,6.44,33,20731,175571,Secondary
436091,843,381936,0.8651069252841707,15,10+ years,Suburban,Adjustable,Condo,IL,7.89,21,19402,285400,Secondary
259269,747,683526,0.9273455241165591,30,3-5 years,Urban,Adjustable,Multi Family,IL,5.38,36,75725,300796,Primary
327721,846,639185,0.6364161684987331,15,5-10 years,Urban,Fixed,Condo,OH,10.63,47,77806,341633,Primary
101619,730,659674,0.7367628706695075,40,10+ years,Suburban,Fixed,Single Family,FL,3.87,41,72279,149935,Investment
168013,847,400546,0.680797706037735,25,3-5 years,Urban,Adjustable,Multi Family,NC,6.34,24,68793,211410,Investment
134924,783,239515,0.8677065535107606,40,1-3 years,Rural,Fixed,Single Family,TX,4.81,28,49845,172413,Secondary
243701,761,332609,0.6835074389684407,20,< 1 year,Rural,Adjustable,Condo,TX,8.27,48,36513,310076,Primary
230246,820,521915,0.5482954330714733,15,5-10 years,Suburban,Fixed,Condo,PA,8.97,27,77968,146369,Primary
140261,824,448666,0.5579750190309904,25,< 1 year,Rural,Fixed,Townhouse,CA,7.1,28,63202,170853,Primary
226407,711,281540,0.8857304749173094,25,< 1 year,Suburban,Adjustable,Townhouse,CA,6.58,38,56841,152102,Investment
485422,669,505106,0.7826095053162551,15,1-3 years,Rural,Fixed,Townhouse,MI,9.1,17,78127,206157,Investment
126757,775,492043,0.5863882128682489,40,< 1 year,Urban,Adjustable,Multi Family,TX,2.95,39,32890,255542,Primary
252901,662,233265,0.8303667861104993,30,3-5 years,Rural,Adjustable,Condo,MI,5.65,25,48759,185730,Investment
151676,788,303684,0.7690779215158018,40,< 1 year,Suburban,Adjustable,Multi Family,MI,4.93,40,86148,205901,Secondary
466928,641,481095,0.8318055811400723,15,10+ years,Suburban,Adjustable,Condo,PA,6.2,47,60145,145868,Primary
232931,718,238573,0.7458402858949371,20,5-10 years,Suburban,Adjustable,Townhouse,FL,8.24,48,88581,173780,Secondary
274451,717,591228,0.6997430218343574,40,3-5 years,Urban,Adjustable,Condo,CA,3.82,48,50297,183040,Investment
417800,688,298103,0.5675304152170425,15,3-5 years,Rural,Adjustable,Condo,GA,8.25,14,15964,340074,Primary
465250,840,385401,0.7788876912169233,40,1-3 years,Rural,Fixed,Condo,MI,4.56,47,64699,148471,Primary
381593,847,277163,0.9923727746820451,40,10+ years,Urban,Fixed,Condo,PA,3.25,39,17742,322170,Secondary
225502,760,265445,0.8137209904715272,20,5-10 years,Urban,Fixed,Single Family,TX,7.39,39,90986,316899,Secondary
407989,709,654415,0.8641895008752537,40,3-5 years,Urban,Adjustable,Single Family,MI,3.86,24,37352,155787,Secondary
417459,796,371340,0.913684022512397,15,5-10 years,Suburban,Adjustable,Townhouse,CA,9.76,42,60472,258963,Secondary
398637,708,252592,0.8992054717042371,15,5-10 years,Urban,Adjustable,Condo,NY,6.85,14,25837,295136,Primary
439921,767,608068,0.5112319797291351,40,1-3 years,Rural,Fixed,Single Family,PA,2.41,36,87308,106555,Primary
480644,830,603453,0.8789640654434354,40,3-5 years,Urban,Fixed,Single Family,GA,3.11,48,19942,349989,Primary
478225,712,502278,0.9048029820395915,15,10+ years,Urban,Fixed,Condo,MI,8.81,12,59658,127693,Primary
206266,792,202646,0.6315149892218908,25,< 1 year,Suburban,Adjustable,Single Family,IL,6.85,34,67311,270329,Primary
465206,802,324100,0.7312939710210792,20,1-3 years,Urban,Fixed,Townhouse,MI,8.7,41,56044,173329,Secondary
446789,676,321063,0.9125488632976994,40,5-10 years,Suburban,Fixed,Multi Family,PA,4.02,39,85621,258827,Investment
156838,680,579443,0.8855892518935224,40,< 1 year,Rural,Adjustable,Single Family,OH,2.13,43,10173,314998,Secondary
377564,840,693639,0.584500642199451,30,< 1 year,Urban,Fixed,Multi Family,CA,7.56,26,83990,345554,Primary
303039,737,280645,0.6740576029031233,30,10+ years,Rural,Adjustable,Townhouse,GA,5.58,38,80777,141393,Primary
302648,700,590866,0.7166790567680703,25,1-3 years,Urban,Fixed,Condo,FL,5.21,44,27504,341304,Secondary
147643,727,266443,0.8250490685700024,20,5-10 years,Urban,Adjustable,Condo,IL,8.48,39,20492,231916,Primary
496693,743,406139,0.7082226667364915,20,5-10 years,Rural,Fixed,Single Family,PA,8.77,45,72273,217267,Investment
119625,692,250622,0.9933710075430915,15,3-5 years,Rural,Fixed,Single Family,FL,8.13,21,43785,263073,Primary
160372,690,659084,0.5726591083063248,40,5-10 years,Urban,Adjustable,Townhouse,TX,4.2,32,59572,172035,Primary
477956,839,259394,0.5398374469312942,20,10+ years,Rural,Fixed,Single Family,CA,8.86,39,73389,176821,Investment
128204,753,365426,0.7064407021776311,30,< 1 year,Suburban,Adjustable,Townhouse,CA,4.75,44,67802,113267,Secondary
413607,714,353208,0.8178831808565576,40,10+ years,Rural,Fixed,Townhouse,OH,4.44,50,51790,205702,Investment
349773,725,633386,0.8725115226564728,40,10+ years,Rural,Adjustable,Single Family,OH,3.01,29,42302,296207,Secondary
347114,664,663207,0.5739307761745598,15,3-5 years,Suburban,Fixed,Condo,IL,8.32,43,89884,145673,Secondary
302122,662,291425,0.8944128110941831,25,< 1 year,Urban,Fixed,Townhouse,FL,6.81,40,39131,107761,Primary
104050,653,666700,0.5261770884853386,15,< 1 year,Suburban,Fixed,Single Family,GA,6.43,24,32889,167589,Investment
112333,736,626692,0.8134348581079982,25,10+ years,Urban,Fixed,Single Family,MI,5.37,24,17491,224680,Primary
155807,732,699605,0.6272745012425468,15,1-3 years,Urban,Adjustable,Multi Family,MI,8.97,10,96255,312377,Primary
380592,771,598610,0.7717325512077104,15,3-5 years,Suburban,Fixed,Multi Family,CA,8.41,22,48772,172446,Investment
309541,717,491941,0.8600886497556521,40,< 1 year,Suburban,Adjustable,Single Family,NC,1.78,26,32128,294713,Investment
372501,800,613961,0.9460040174833625,40,< 1 year,Suburban,Adjustable,Multi Family,PA,2.83,41,94046,207127,Secondary
111986,756,699837,0.5574315791799789,30,10+ years,Urban,Adjustable,Condo,NC,4.68,41,20923,136202,Investment
294466,769,618385,0.7455906673512318,20,5-10 years,Suburban,Fixed,Multi Family,TX,6.29,21,31973,201884,Secondary
202867,742,321392,0.6072379156717034,40,< 1 year,Urban,Adjustable,Multi Family,GA,4.2,29,78706,193665,Secondary
348435,740,438779,0.5721271598133315,15,3-5 years,Suburban,Fixed,Condo,MI,7.4,29,70588,179003,Secondary
188996,791,475473,0.8907441072341584,20,3-5 years,Suburban,Adjustable,Townhouse,CA,9.32,50,86587,147189,Investment
307241,773,682190,0.9362516677628181,15,3-5 years,Urban,Adjustable,Townhouse,OH,8.23,28,11290,228547,Primary
306765,660,599857,0.7409211883383875,30,5-10 years,Urban,Adjustable,Single Family,CA,4.37,40,49794,232747,Secondary
202818,827,457317,0.5865517368204136,30,3-5 years,Suburban,Adjustable,Single Family,IL,5.78,43,18932,303412,Investment
237050,718,516356,0.8040702581377357,20,1-3 years,Suburban,Fixed,Single Family,CA,8.56,15,66102,181144,Investment
455796,674,466524,0.9405715882855481,15,1-3 years,Urban,Adjustable,Condo,CA,7.3,16,89514,106030,Primary
120444,659,431868,0.7593050521830302,40,10+ years,Urban,Adjustable,Condo,GA,2.07,15,52817,150837,Investment
331923,807,408090,0.6255550107308037,20,3-5 years,Urban,Adjustable,Townhouse,PA,7.35,42,12686,103080,Primary
322385,833,572192,0.7315104786903319,25,< 1 year,Rural,Adjustable,Multi Family,PA,6.29,45,98997,244211,Primary
111249,795,207244,0.7817225333447606,20,5-10 years,Suburban,Adjustable,Condo,MI,9.28,13,96560,193386,Primary
313415,789,564127,0.8037702788189636,20,1-3 years,Rural,Adjustable,Single Family,NY,9.18,42,53641,126072,Investment
485872,757,568181,0.8781258240487887,15,1-3 years,Rural,Adjustable,Multi Family,IL,8.04,14,33537,214656,Primary
335624,764,512176,0.8699720284612175,30,< 1 year,Rural,Adjustable,Multi Family,IL,6.68,47,16990,288353,Primary
270806,757,240629,0.768702306085728,30,1-3 years,Urban,Fixed,Multi Family,NC,4.06,49,54104,272598,Primary
128297,702,535911,0.9603687427455578,40,10+ years,Urban,Fixed,Multi Family,CA,3.95,42,12718,324428,Investment
339705,751,673436,0.9278943773670809,40,< 1 year,Rural,Adjustable,Condo,IL,3.9,11,90539,249649,Primary
113091,742,695474,0.9425131172786545,25,3-5 years,Urban,Adjustable,Single Family,NY,6.3,15,39553,254264,Secondary
425389,740,490127,0.6198405353025126,15,1-3 years,Urban,Adjustable,Townhouse,IL,7.86,19,32282,236451,Primary
411327,688,593476,0.6844145490124183,40,10+ years,Suburban,Fixed,Single Family,CA,3.78,31,84984,182294,Primary
453079,750,500711,0.7904213850655322,40,< 1 year,Suburban,Fixed,Condo,OH,2.27,31,15120,149732,Investment
283836,792,444181,0.9817396737652371,25,< 1 year,Urban,Fixed,Multi Family,PA,5.4,30,86792,164176,Investment
168551,842,401230,0.8325714336084237,15,< 1 year,Suburban,Adjustable,Multi Family,MI,10.11,11,46289,290465,Primary
185523,668,498426,0.7827200063534838,40,1-3 years,Urban,Fixed,Townhouse,NY,3.84,31,49647,335887,Secondary
275276,644,442503,0.7297020424779875,15,5-10 years,Urban,Adjustable,Condo,IL,7.58,24,32158,322839,Investment
382816,798,549719,0.6080558971087509,20,< 1 year,Suburban,Fixed,Single Family,NC,6.77,25,99641,335484,Investment
176999,718,346030,0.9899117658985195,30,1-3 years,Urban,Adjustable,Condo,NY,3.73,34,78618,343506,Secondary
406148,731,550301,0.6684467329164192,25,10+ years,Rural,Fixed,Townhouse,FL,6.3,15,94983,184153,Primary
293375,784,681243,0.7092095425726519,40,10+ years,Rural,Adjustable,Townhouse,NY,4.83,14,25925,318156,Primary
119244,701,410226,0.7494116681490144,40,1-3 years,Rural,Fixed,Condo,FL,4.22,36,57941,300014,Investment
385871,734,616261,0.9202368698265789,30,< 1 year,Suburban,Fixed,Multi Family,NY,5.36,48,92878,182133,Secondary
318111,768,499263,0.7544653052221931,30,1-3 years,Urban,Fixed,Multi Family,MI,6.54,44,84175,312215,Investment
364882,850,230674,0.7288705929220769,25,3-5 years,Rural,Adjustable,Single Family,GA,7.4,23,84947,291551,Secondary
144704,764,454188,0.5236299972464153,15,< 1 year,Rural,Adjustable,Multi Family,NY,7.4,47,39907,347134,Primary
265100,848,612275,0.6375873631844073,15,< 1 year,Urban,Adjustable,Townhouse,CA,9.58,31,53484,280614,Secondary
211278,795,436361,0.843153698259185,25,1-3 years,Urban,Adjustable,Multi Family,OH,5.63,43,49271,288132,Secondary
275801,736,640915,0.812001366319246,15,1-3 years,Urban,Adjustable,Single Family,NY,7.64,28,25840,219593,Investment
260130,746,516695,0.5124143385879347,25,1-3 years,Suburban,Adjustable,Single Family,FL,5.04,20,13014,162660,Investment
151845,701,339684,0.9830046929274345,40,1-3 years,Urban,Adjustable,Townhouse,CA,2.63,20,63111,265201,Investment
245674,761,370654,0.7794230449090676,30,5-10 years,Rural,Fixed,Multi Family,PA,5.78,36,43101,337658,Investment
447385,731,527139,0.7363245387520454,30,5-10 years,Urban,Fixed,Townhouse,MI,5.49,24,96218,209911,Secondary
436883,727,507929,0.9948050962164563,40,< 1 year,Urban,Fixed,Single Family,IL,2.99,27,42712,291543,Secondary
411791,847,639905,0.5061759723124637,15,5-10 years,Urban,Adjustable,Multi Family,PA,7.97,37,33161,307652,Secondary
293189,820,500423,0.7121125905437398,40,< 1 year,Suburban,Adjustable,Single Family,FL,5.51,30,83857,202481,Primary
139876,732,268544,0.9880206963277318,40,1-3 years,Urban,Fixed,Townhouse,FL,4.53,47,75160,148222,Primary
393447,734,580618,0.6050168314737228,15,1-3 years,Urban,Adjustable,Condo,MI,7.96,10,96275,112237,Investment
433976,787,300109,0.8302044413034191,25,< 1 year,Urban,Fixed,Condo,MI,7.9,27,96832,266968,Secondary
325332,763,656993,0.9325333753131613,30,10+ years,Urban,Adjustable,Townhouse,OH,4.69,14,13166,237697,Primary
423094,739,445569,0.5261467169236475,15,3-5 years,Urban,Adjustable,Multi Family,IL,8.38,17,25625,311749,Investment
241757,758,587860,0.7399042826593172,30,3-5 years,Suburban,Fixed,Townhouse,IL,5.16,27,98282,175828,Primary
177851,770,260935,0.5440672678200366,40,1-3 years,Suburban,Fixed,Single Family,MI,3.15,49,59288,247821,Primary
231747,759,668263,0.561233452756497,20,5-10 years,Rural,Fixed,Multi Family,CA,6.48,49,18121,268805,Secondary
310805,794,413829,0.6979767754226438,15,5-10 years,Rural,Adjustable,Single Family,NC,7.54,33,55331,228479,Investment
315469,642,474511,0.8587221640552689,30,< 1 year,Urban,Fixed,Condo,CA,3.72,41,82728,264477,Investment
468989,818,488839,0.7576811912568021,40,5-10 years,Rural,Fixed,Condo,MI,3.46,19,71264,223497,Primary
417594,781,511241,0.6067546915004459,15,< 1 year,Urban,Fixed,Multi Family,OH,9.37,13,40937,246636,Secondary
437906,661,490013,0.7062623049499501,40,1-3 years,Urban,Adjustable,Multi Family,NC,1.54,45,55581,182915,Secondary
359280,712,362254,0.6131131667189431,25,< 1 year,Rural,Adjustable,Townhouse,FL,5.44,33,95218,126437,Investment
123525,730,685202,0.8449303144040996,40,< 1 year,Suburban,Fixed,Single Family,TX,2.36,33,81013,302528,Investment
157151,720,665481,0.6450313831750765,20,< 1 year,Suburban,Fixed,Townhouse,PA,6.53,50,77599,222883,Secondary
226887,735,405529,0.6403453995096118,25,3-5 years,Urban,Adjustable,Condo,CA,7.11,10,76201,298169,Secondary
386614,713,485184,0.5013912975276679,30,3-5 years,Suburban,Fixed,Single Family,OH,4.58,33,89508,240212,Secondary
422925,739,539076,0.9405758775647075,40,3-5 years,Urban,Adjustable,Single Family,NC,3.65,38,59061,318664,Primary
416757,711,361469,0.7609193596261228,30,1-3 years,Urban,Adjustable,Condo,GA,3.93,44,57340,160264,Primary
247542,754,632496,0.7673504620995661,15,< 1 year,Urban,Adjustable,Townhouse,PA,9.68,45,91663,113421,Secondary
187280,691,429805,0.7195812018537585,25,10+ years,Suburban,Adjustable,Single Family,CA,6.28,17,49473,321843,Secondary
413860,716,474257,0.9933379843960164,30,5-10 years,Urban,Adjustable,Single Family,PA,3.81,38,50031,233792,Investment
306048,797,542557,0.6151634196908968,25,3-5 years,Urban,Adjustable,Townhouse,NC,5.53,38,63446,237211,Investment
365225,657,666767,0.7690777257661667,25,10+ years,Rural,Fixed,Single Family,NY,5.6,23,27790,184047,Secondary
102556,797,383161,0.637808932108322,20,1-3 years,Urban,Fixed,Townhouse,NY,8.01,42,99824,327087,Investment
414276,784,432095,0.5838591781460549,25,< 1 year,Rural,Adjustable,Single Family,OH,6.28,10,82759,315106,Investment
155573,742,537257,0.5446403034601075,25,1-3 years,Urban,Adjustable,Townhouse,MI,6.76,30,95877,342996,Investment
305019,644,611968,0.7220616324593927,30,1-3 years,Urban,Fixed,Multi Family,NC,3.22,10,23694,177878,Investment
308365,698,662369,0.820124122090899,25,10+ years,Suburban,Fixed,Multi Family,FL,5.47,45,87031,349666,Investment
416285,778,649316,0.9510995986670678,20,10+ years,Suburban,Adjustable,Townhouse,FL,6.32,12,32899,317786,Primary
258715,663,548523,0.540813561446974,40,1-3 years,Rural,Adjustable,Condo,OH,1.49,17,60324,232502,Secondary
240935,667,694514,0.645651234230081,20,10+ years,Suburban,Adjustable,Townhouse,OH,6.91,23,36483,186122,Primary
